DATE,CNX,TATA AUTO,HDFC,LARSEN,TKK,DABUR,SUN,WIPRO,TATA STEEL,INDIAN,NTPC,BHARTI
2009-09-17T00:00:00Z,4023.100098,95.2625,277.19,1016.1371,202.53,61.27254,108.849,296.919,450.6657,270.9454,177.74,418.322
2009-09-18T00:00:00Z,4045.25,94.627,277.01,1022.0002,206.29,62.82757,107.092,301.745,447.8977,279.9912,177.06,429.996
2009-09-22T00:00:00Z,4069.25,97.2789,278.65,1030.3362,216.76,63.36138,107.413,304.953,451.8767,281.5346,178.21,416.085
2009-09-23T00:00:00Z,4028.300049,96.4532,283.58,1009.6535,217,63.82556,108.033,301.294,450.3197,283.3781,178.04,403.146
2009-09-24T00:00:00Z,4040.899902,95.8972,294.76,1024.01,225.2,62.9204,109.196,307.87,443.4862,287.4508,181.11,405.675
2009-09-25T00:00:00Z,4041.350098,93.6907,291.03,1016.6002,227.51,66.51784,116.886,299.836,431.1167,293.2384,181.75,403.146
2009-09-29T00:00:00Z,4072.050049,93.7693,293.3,1018.5731,231.42,67.07487,124.006,308.4,436.0472,291.9523,181.19,406.21
2009-09-30T00:00:00Z,4118.649902,93.8969,299.65,1043.0533,250.71,65.45022,124.759,318.98,440.7182,291.6093,182.26,406.648
2009-10-01T00:00:00Z,4119.049805,91.6503,297.23,1028.2337,242.56,66.12328,124.567,321.366,441.8427,287.8795,179.49,423.187
2009-10-05T00:00:00Z,4046.699951,89.3082,295.99,1021.6297,253.16,66.54105,127.425,322.188,429.9057,289.38,178.25,388.942
2009-10-06T00:00:00Z,4047.949951,88.2129,299.19,1037.7461,256.54,65.00924,125.49,315.533,441.4967,286.8721,177.99,347.499
2009-10-07T00:00:00Z,4042.949951,88.221,302.9,1035.6806,258.47,64.08087,125.918,303.203,447.1192,286.8935,178.21,348.521
2009-10-08T00:00:00Z,4059.5,93.3569,303.86,1019.3419,257.46,64.49863,121.612,299.624,462.7757,289.38,180.68,326.389
2009-10-09T00:00:00Z,4029.550049,86.0538,304.17,1008.5421,248.82,63.1525,121.549,293.101,460.6997,282.9494,179.02,333.685
2009-10-12T00:00:00Z,4100.049805,86.8473,306.34,1023.1765,284.75,67.21412,124.603,304.503,471.9447,281.6632,179.4,342.051
2009-10-14T00:00:00Z,4159.600098,91.1656,307.25,1043.5812,293.14,68.60668,125.584,307.578,494.1752,275.2326,182.81,331.01
2009-10-15T00:00:00Z,4165.450195,90.9835,313.76,1045.3133,286.92,68.02645,121.184,305.988,497.1163,272.746,184.99,315.396
2009-10-16T00:00:00Z,4194.950195,92.2456,310.91,1046.7582,293.19,67.56226,120.675,304.131,490.1963,270.9454,183.28,317.293
2009-10-20T00:00:00Z,4193.200195,91.5307,306.16,1033.5502,303.8,69.53505,120.158,310.495,497.54880000000003,275.0396,184.18,319.092
2009-10-21T00:00:00Z,4153.100098,88.5941,299.59,1033.1427,312.48,66.77315,118.803,310.336,478.5187,279.4339,184.35,323.567
2009-10-22T00:00:00Z,4089.800049,86.4028,301.82,994.028,315.8,67.12129,117.885,306.783,469.1767,277.7405,181.49,328.334
2009-10-23T00:00:00Z,4104.75,83.8304,304.9,969.6961,308.62,70.20812,120.105,312.882,458.1912,278.748,183.2,322.449
2009-10-26T00:00:00Z,4067.75,85.4737,306.15,975.7166,307.66,72.36658,121.344,312.882,466.9277,277.8048,184.99,320.163
2009-10-27T00:00:00Z,3960.199951,86.8473,302.18,961.4526,294.35,70.95082,121.768,320.651,433.1927,278.0192,185.46,299.684
2009-10-28T00:00:00Z,3949.300049,89.2287,293.67,982.5151,292.22,70.30096,122.833,332.397,416.3251,276.4329,182.09,308.878
2009-10-29T00:00:00Z,3882.850098,86.9267,292.95,970.7519,284.51,71.43821,125.196,330.382,404.5611,267.5586,177.48,303.527
2009-10-30T00:00:00Z,3853.149902,89.8642,294.21,968.214,294.83,71.43821,123.185,323.329,407.9346,265.3722,181.11,284.556
2009-11-03T00:00:00Z,3727.449951,87.3239,287.88,942.2797,282.1,71.25071,123.573,305.457,385.1851,260.785,175.18,290.296
2009-11-04T00:00:00Z,3836.199951,91.1344,293.05,955.0338,282.48,71.01633,122.606,316.594,405.6856,262.7999,180.04,297.69
2009-11-05T00:00:00Z,3899.75,91.2138,294.6,952.3478,287.4,71.25071,123.047,318.715,420.2176,266.7869,179.32,312.574
2009-11-06T00:00:00Z,3950.449951,90.3721,296.89,975.3461,284.03,71.83665,125.24,317.416,432.3276,268.2017,179.53,312.282
2009-11-09T00:00:00Z,4026.800049,92.0073,309.26,988.869,287.4,74.0398,125.214,319.51,440.4587,264.0861,180,299.344
2009-11-10T00:00:00Z,4034.699951,94.6904,308.16,986.4052,318.51,76.05545,125.102,314.207,436.5662,262.5856,180.55,286.016
2009-11-11T00:00:00Z,4130.899902,98.5643,314.71,1012.0895,325.98,77.71953,128.151,326.139,455.5097,257.0552,183.45,291.755
2009-11-12T00:00:00Z,4084.100098,98.334,311.23,1012.9231,312.62,76.40701,128.575,332.503,442.9672,252.9396,183.11,290.199
2009-11-13T00:00:00Z,4114.450195,98.1679,311.41,1015.3962,313.59,76.40701,129.471,335.711,450.4927,252.9396,183.28,293.604
2009-11-16T00:00:00Z,4162.25,100.6047,312.1,1020.6756,328.63,77.81328,131.744,339.397,464.1597,253.8827,183.07,294.382
2009-11-17T00:00:00Z,4160.850098,99.2631,316.66,1022.7411,342.62,77.25077,129.903,339.848,466.0627,256.2835,183.45,288.399
2009-11-18T00:00:00Z,4164.899902,102.613,316.84,1005.1706,359.93,75.89138,128.441,340.988,473.5017,251.9964,183.32,287.864
2009-11-19T00:00:00Z,4109.450195,101.2161,312.32,997.0846,345.36,73.73511,126.154,341.624,464.6787,248.3095,182.09,284.994
2009-11-20T00:00:00Z,4147.600098,102.2479,318.5,1008.82,349.13,74.29762,128.12,346.052,478.3457,249.9386,183.41,281.152
2009-11-23T00:00:00Z,4180.799805,102.6924,318.76,1009.8943,343.34,77.69609,130.777,341.73,495.7322,246.9376,184.05,267.143
2009-11-24T00:00:00Z,4178.899902,103.0655,321.07,1018.4157,344.3,77.43827,130.059,341.28,483.2762,248.2238,183.92,274.633
2009-11-25T00:00:00Z,4184.600098,102.2319,327.5,1019.3419,361.66,76.87577,129.449,343.533,487.0822,254.6544,183.49,274.342
2009-11-26T00:00:00Z,4121.350098,102.1292,320.08,1007.1805,383.85,75.93826,130.461,334.73,470.3012,248.9097,179.79,271.91
2009-11-27T00:00:00Z,4069.050049,98.4295,316.01,981.4592,377.96,76.64139,130.086,327.889,471.2527,250.3673,177.44,275.995
2009-11-30T00:00:00Z,4145.450195,105.4237,317.57,996.992,392.53,74.22731,129.899,334.385,501.0088,248.2238,178.89,291.804
2009-12-01T00:00:00Z,4216.399902,112.0922,324.07,1006.0042,400.24,77.88359,137.196,339.503,503.1713,258.0841,179.44,295.744
2009-12-02T00:00:00Z,4224.100098,116.3784,327.53,1004.4018,397.49,77.32108,133.323,336.215,497.2027,254.5687,178.25,296.279
2009-12-03T00:00:00Z,4247.149902,112.576,325.45,1003.0773,390.6,77.64921,133.256,339.397,504.8147,257.3553,178.38,298.079
2009-12-04T00:00:00Z,4238.850098,112.7669,325.5,1002.1141,385.77,77.81328,132.106,339.927,498.2408,264.3433,178.93,302.943
2009-12-07T00:00:00Z,4199.700195,111.5361,324.81,1010.978,413.26,77.5789,129.569,336.745,480.7677,270.088,176.42,307.418
2009-12-08T00:00:00Z,4255,114.9494,331.79,1022.806,411.81,77.62578,130.79,342.208,491.4938,273.6035,178.89,322.303
2009-12-09T00:00:00Z,4238.700195,114.0291,327.39,1023.0468,409.89,79.40704,131.945,349.234,471.3392,276.5615,176.8,319.044
2009-12-10T00:00:00Z,4258.25,113.2034,322.35,1042.0993,400.24,77.48515,129.578,342.711,474.8857,281.1488,177.36,333.345
2009-12-11T00:00:00Z,4242.899902,113.2034,322.4,1043.9517,395.42,77.3914,128.517,341.518,472.8097,277.8048,178.29,321.914
2009-12-14T00:00:00Z,4231.350098,112.584,317.92,1049.6944,382.93,77.43827,129.346,349.102,470.9932,277.762,177.36,310.677
2009-12-15T00:00:00Z,4173.149902,109.2181,306.89,1038.5519,386.02,76.10232,129.319,349.526,472.7232,273.6035,177.65,308.391
2009-12-16T00:00:00Z,4177.299805,113.0446,307.1,1039.2558,388.81,76.78202,130.875,356.632,482.4112,266.5726,177.31,318.265
2009-12-17T00:00:00Z,4189.450195,113.1713,302.1,1024.9641,386.84,76.87577,132.07,355.518,488.0338,263.2286,177.1,315.201
2009-12-18T00:00:00Z,4153.049805,116.6247,301.45,1018.8788,378.06,76.38357,133.545,356.95,487.2552,258.0841,176.76,308.878
2009-12-21T00:00:00Z,4132.350098,115.3465,298.74,994.1855,378.06,76.68827,133.318,359.549,480.8543,258.3842,177.78,300.657
2009-12-22T00:00:00Z,4168.600098,115.426,298,998.4092,401.21,76.64139,134.054,361.14,499.2788,263.9146,183.15,312.769
2009-12-23T00:00:00Z,4274.850098,118.4268,306.27,1032.4388,402.17,76.40701,137.125,367.344,522.5473,264.9435,195.94,317.147
2009-12-24T00:00:00Z,4300.350098,123.4601,307.79,1038.7001,397.78,76.17264,138.097,366.708,532.4948,263.5287,196.07,312.769
2009-12-29T00:00:00Z,4310.25,124.7936,306.89,1039.5336,408.92,76.07889,137.121,362.2,538.1173,264.3862,198.54,317.779
2009-12-30T00:00:00Z,4306.850098,124.9998,306.21,1027.187,413.74,75.00075,135.391,360.662,531.8028,262.7999,198.63,316.855
2009-12-31T00:00:00Z,4329.100098,124.1581,308.73,1035.8936,408.87,74.29762,134.37,361.219,534.3113,263.1429,200.93,321.914
2010-01-01T00:00:00Z,4329.100098,124.1581,308.73,1035.6806,408.87,74.29762,134.37,361.219,533.7058,263.1429,201.7,321.914
2010-01-04T00:00:00Z,4367.649902,131.3112,308.7,1044.4149,417.12,75.93826,134.459,369.28,548.2378,270.1309,197.69,316.417
2010-01-05T00:00:00Z,4416.049805,129.1673,308.7,1046.2673,417.6,76.96952,138.529,375.378,561.4723,270.9454,195.52,321.67
2010-01-06T00:00:00Z,4422.649902,129.2235,309.3,1034.6895,413.26,78.89141,139.862,367.503,555.4173,270.5167,194.58,318.022
2010-01-07T00:00:00Z,4411.549805,124.317,310.31,1029.7156,415.67,76.94608,137.482,359.549,562.0778,265.8009,194.62,320.065
2010-01-08T00:00:00Z,4405.299805,125.3095,311.41,1036.2363,424.79,77.11014,140.384,353.397,560.9534,270.6882,197.05,316.612
2010-01-11T00:00:00Z,4432.5,125.5871,308.25,1035.7083,449.19,78.00078,140.206,352.124,560.9534,272.3173,198.63,321.038
2010-01-12T00:00:00Z,4391.700195,124.9918,306,1036.9124,443.64,75.93826,140.25,367.503,541.1448,271.6314,195.6,313.742
2010-01-13T00:00:00Z,4415.600098,124.8097,306.69,1033.1797,443.69,75.75076,138.11,380.814,552.9953,277.8048,195.6,309.267
2010-01-14T00:00:00Z,4450.450195,123.9198,304.9,1030.2158,449.19,76.31326,138.792,390.306,560.2614,279.5197,196.97,309.315
2010-01-15T00:00:00Z,4468.149902,126.5396,306.82,1019.592,448.46,75.4695,136.011,391.367,558.0989,278.062,198.03,308.975
2010-01-18T00:00:00Z,4499.600098,128.9218,320.1,1021.7872,448.46,76.21951,134.816,397.2,551.4383,279.091,197.18,312.039
2010-01-19T00:00:00Z,4469.299805,128.2863,321.73,1014.2198,444.61,74.41481,132.636,393.223,551.6114,271.2027,194.15,310.823
2010-01-20T00:00:00Z,4453.649902,127.0001,321.73,1010.1722,444.61,74.41481,131.548,393.223,565.4514,271.2027,195.6,322.497
2010-01-21T00:00:00Z,4343.25,124.309,321.73,941.1127,444.61,74.41481,130.688,393.223,560.5209,271.2027,190.57,313.644
2010-01-22T00:00:00Z,4310.75,124.1501,321.73,908.753,444.61,74.41481,127.166,393.223,540.2798,271.2027,189.55,313.401
2010-01-25T00:00:00Z,4278.549805,120.8716,321.73,920.3309,444.61,74.41481,128.285,393.223,527.5643,271.2027,190.83,321.914
2010-01-27T00:00:00Z,4125.5,113.6792,321.73,900.3244,444.61,74.41481,126.364,393.223,484.1412,271.2027,184.6,314.131
2010-01-28T00:00:00Z,4137.5,113.7274,321.73,883.9301,444.61,74.41481,128.981,393.223,506.3718,271.2027,182.51,305.132
2010-01-29T00:00:00Z,4156.049805,109.9009,321.73,879.2063,444.61,74.41481,131.013,393.223,492.2722,271.2027,182.73,298.079
2010-02-01T00:00:00Z,4196.299805,113.9095,321.73,875.1309,444.61,74.41481,134.41,393.223,501.5278,271.2027,180.17,302.749
2010-02-02T00:00:00Z,4138.25,112.1074,321.73,862.2563,444.61,74.41481,135.07,393.223,495.9052,271.2027,175.65,299.295
2010-02-03T00:00:00Z,4212.100098,114.4736,321.73,895.4469,444.61,74.41481,133.719,393.223,519.3468,271.2027,178.93,300.608
2010-02-04T00:00:00Z,4139.700195,109.7019,321.73,892.143,444.61,74.41481,133.216,393.223,499.7113,271.2027,177.1,295.841
2010-02-05T00:00:00Z,4023.649902,106.7251,284.86,879.299,411.86,79.6883,131.428,341.545,475.9237,264.1718,174.2,291.901
2010-02-08T00:00:00Z,4067.300049,106.892,283.79,891.9271,415.53,82.45395,134.535,337.382,461.7377,265.5437,172.58,299.976
2010-02-09T00:00:00Z,4104,107.3839,284.55,902.6714,422.57,83.01646,137.526,346.98,461.5214,265.8438,173.94,304.646
2010-02-10T00:00:00Z,4079.699951,106.3288,288.52,886.8329,421.46,82.24301,134.834,343.48,451.9632,270.8597,170.96,306.737
2010-02-11T00:00:00Z,4123.600098,109.202,289.33,894.1807,421.56,81.00081,135.534,347.723,461.9107,268.7161,173.31,305.959
2010-02-15T00:00:00Z,4096.200195,108.4638,292.19,884.8878,418.52,80.01642,135.837,349.95,467.0142,262.3712,171.86,277.844
2010-02-16T00:00:00Z,4134.649902,111.6396,290.85,892.6987,420.54,79.96955,137.535,355.28,475.8372,265.2436,172.96,264.224
2010-02-17T00:00:00Z,4171.549805,112.9651,299.82,910.3591,424.54,79.03204,137.477,356.049,505.4203,267.6444,172.07,271.569
2010-02-18T00:00:00Z,4145.850098,112.7028,304.85,911.5632,428.93,79.14923,137.785,354.192,499.2788,272.0601,174.88,274.244
2010-02-19T00:00:00Z,4102.700195,111.1077,306.69,912.921,444.22,79.80548,138.003,353.079,485.0495,275.8328,172.07,271.229
2010-02-22T00:00:00Z,4094.25,111.9413,307.18,921.0107,438.05,78.11796,136.907,354.325,495.4295,279.7769,172.45,269.38
2010-02-23T00:00:00Z,4089.699951,111.0916,307.97,919.8066,431.2,77.41483,140.152,358.674,497.8083,276.5187,171.94,272.493
2010-02-24T00:00:00Z,4080.649902,108.6701,307.88,926.9414,421.94,78.00078,136.639,356.473,490.7152,276.2615,174.29,268.456
2010-02-25T00:00:00Z,4072.350098,105.9629,306.17,948.2075,424.01,79.26642,135.761,354.988,492.402,276.0042,170.62,268.748
2010-02-26T00:00:00Z,4127.549805,112.9178,308.66,965.9356,434.14,79.33673,137.384,359.283,496.7702,272.1458,173.13,271.764
2010-03-02T00:00:00Z,4192.299805,126.7065,315.93,978.9584,465.34,78.93829,138.106,371.878,526.6993,267.3871,172.88,282.319
2010-03-03T00:00:00Z,4249.850098,128.4845,321.67,974.4846,473.06,79.14923,138.997,370.42,526.0938,264.1718,176.76,284.021
2010-03-04T00:00:00Z,4262.350098,129.0798,322.49,981.2183,478.89,79.85236,140.99,367.901,534.1816,260.9136,176.37,285.627
2010-03-05T00:00:00Z,4270.25,126.1031,323,980.255,473.88,79.66486,143.545,363.712,534.6573,263.0571,175.61,290.345
2010-03-08T00:00:00Z,4287.75,126.6431,323.04,989.9527,482.27,80.6258,145.662,369.996,537.8146,263.786,174.93,284.751
2010-03-09T00:00:00Z,4252.399902,123.2138,327.93,981.1257,474.45,81.09456,147.583,372.303,531.7163,261.8568,173.09,283.389
2010-03-10T00:00:00Z,4253.799805,123.6422,328.51,973.2528,471.85,80.90706,146.407,369.253,529.5538,262.1997,170.88,280.179
2010-03-11T00:00:00Z,4252.850098,122.3167,330.78,971.0576,466.74,79.71173,150.374,376.2,526.1803,260.9136,172.88,285.967
2010-03-12T00:00:00Z,4253.350098,120.8083,326.12,966.2135,465.44,78.49297,147.606,376.545,525.5315,260.442,170.62,290.977
2010-03-15T00:00:00Z,4233.399902,122.1105,328.17,959.452,464.09,78.11796,144.998,386.409,527.694,254.9545,171.94,291.366
2010-03-16T00:00:00Z,4273.649902,124.8016,326.73,987.4796,475.42,77.18046,148.68,385.905,542.5288,259.113,173.13,286.794
2010-03-17T00:00:00Z,4304.200195,123.9198,327.29,1004.6149,478.89,77.29764,151.087,391.95,546.7673,258.8129,174.03,289.956
2010-03-18T00:00:00Z,4306.600098,123.8885,326.06,997.7329,478.51,77.22733,151.02,386.568,552.9089,257.3553,174.33,291.95
2010-03-19T00:00:00Z,4324,124.4205,329.49,1001.1322,523.88,76.92265,151.23,385.269,557.2771,258.5986,175.5,303.43
2010-03-22T00:00:00Z,4278.75,120.6975,332.62,996.8345,530.73,74.93044,151.823,386.064,544.1291,256.8837,174.64,307.759
2010-03-23T00:00:00Z,4287.299805,117.3789,341.11,997.3347,575.91,74.95387,150.856,381.954,551.8708,256.4979,176.15,299.295
2010-03-25T00:00:00Z,4293.700195,115.1403,348.74,1013.6363,568.44,75.11794,155.104,381.371,552.0439,251.7821,173.64,305.862
2010-03-26T00:00:00Z,4312.950195,119.0382,353.32,1008.292,576.64,77.43827,157.4,380.496,557.1473,253.5826,175.28,301.727
2010-03-29T00:00:00Z,4320.950195,117.5852,355.78,1027.4649,557.25,75.04763,160.485,379.488,556.6716,259.0701,175.85,303.721
2010-03-30T00:00:00Z,4313.200195,120.0227,345.24,1011.0059,551.71,75.4695,156.776,372.064,549.0596,257.0552,175.67,302.408
2010-03-31T00:00:00Z,4313.25,120.3004,350.07,1007.023,586.81,74.43824,159.557,374.901,546.7241,253.5826,179.35,304.062
2010-04-01T00:00:00Z,4345.200195,123.4673,351.11,1019.2863,603.16,74.41481,160.565,382.537,564.1539,255.8977,179.74,293.798
2010-04-05T00:00:00Z,4403.899902,124.0707,352.78,1016.6002,594,76.73514,163.779,382.962,586.9034,252.1679,180.87,307.467
2010-04-06T00:00:00Z,4410.299805,122.9121,349.96,1020.1199,596.79,78.70391,162.401,379.276,594.7749,251.5248,181.6,307.856
2010-04-07T00:00:00Z,4424.950195,126.278,349.75,1016.3779,583.97,78.11796,160.257,379.037,593.1314,251.6106,182.99,311.699
2010-04-08T00:00:00Z,4381.700195,123.5315,344.51,1003.9665,578.23,79.6883,158.077,380.098,580.6321,249.9815,182.08,304.402
2010-04-09T00:00:00Z,4410.049805,128.5487,352.94,1013.1361,602.77,82.87583,157.832,376.81,584.9139,248.3952,183.2,299.538
2010-04-12T00:00:00Z,4394.700195,124.0073,353.82,991.3142,607.98,83.46177,159.838,372.143,591.8772,245.4371,179.91,299.83
2010-04-13T00:00:00Z,4383.350098,123.0469,355.32,986.8961,607.6,82.9227,159.049,381.026,598.5809,244.1939,181.13,298.371
2010-04-15T00:00:00Z,4359.399902,123.1022,354.33,970.6871,599.88,83.67271,159.932,382.962,593.4774,242.6076,181.21,295.939
2010-04-16T00:00:00Z,4342.25,124.5946,355.64,971.919,586.23,83.86021,160.56,382.935,601.7814,241.7502,179.53,296.522
2010-04-19T00:00:00Z,4290.200195,123.1736,350.18,973.3732,633.2,82.05551,157.364,373.39,579.3779,240.7642,178.57,297.593
2010-04-20T00:00:00Z,4319.75,125.8014,352.07,981.1257,614.39,82.19614,160.458,368.909,580.2429,241.15,177.84,296.231
2010-04-21T00:00:00Z,4344.399902,128.5086,351.43,974.2716,654.51,82.38363,155.857,373.867,578.5129,241.3215,178.96,297.398
2010-04-22T00:00:00Z,4356.600098,132.8349,350.19,970.8723,633.88,82.78208,152.536,373.469,566.8354,240.9357,178.83,294.869
2010-04-23T00:00:00Z,4369,134.0738,353.38,998.8445,622.21,83.11021,150.196,366.92,560.7803,240.9785,177.23,290.102
2010-04-26T00:00:00Z,4383.799805,135.0816,360.23,1000.3264,636.24,83.22739,143.032,370.738,568.1329,240.6784,177.23,289.323
2010-04-27T00:00:00Z,4378.299805,134.4068,358.41,1006.2265,622.4,83.36802,142.417,370.367,560.0884,241.3644,178.66,290.199
2010-04-28T00:00:00Z,4315.100098,130.4374,356.34,983.4413,607.11,84.53991,144.579,366.337,540.0203,239.821,178.4,285.821
2010-04-29T00:00:00Z,4338.25,133.7721,359.53,987.7019,610.05,85.00866,141.32,365.833,547.2863,235.1909,175.85,288.302
2010-04-30T00:00:00Z,4368.100098,138.543,362.19,997.2698,606.1,84.51647,139.693,356.102,535.2628,252.7252,179.61,290.442
2010-05-03T00:00:00Z,4341.25,135.6609,356.64,982.9782,610.73,85.26647,140.121,357.772,525.099,261.8996,177.36,288.934
2010-05-04T00:00:00Z,4277.850098,133.7159,350.7,956.7011,589.56,85.47742,138.726,350.003,499.7978,258.8987,176.63,281.152
2010-05-05T00:00:00Z,4271.5,132.5493,346.96,950.2175,595.11,87.09462,136.256,356.049,495.7322,256.6694,177.53,288.253
2010-05-06T00:00:00Z,4256.75,129.1521,343.19,942.8354,598.58,88.43057,139.425,349.711,498.1543,263.4859,176.58,284.021
2010-05-07T00:00:00Z,4182.25,121.1019,334.6,936.9446,596.26,84.39928,136.644,338.177,482.9302,264.6863,175.33,279.692
2010-05-10T00:00:00Z,4298.600098,129.1753,350.2,955.1264,594.96,84.75085,138.133,356.526,520.2983,259.1987,177.62,286.405
2010-05-11T00:00:00Z,4250,127.0001,352.75,953.5519,592.16,83.43833,136.773,354.272,503.474,257.9126,177.32,276.968
2010-05-12T00:00:00Z,4263.899902,127.4366,357.56,965.6855,589.61,83.03989,138.993,361.087,505.5933,258.5986,178.49,254.155
2010-05-13T00:00:00Z,4290.600098,131.9146,355.84,970.0665,593.03,83.36802,140.313,357.056,497.4622,259.0273,179.78,251.383
2010-05-14T00:00:00Z,4236.649902,129.5966,353.37,944.3545,583.92,85.68836,142.015,353.397,474.0207,264.9006,178.14,257.366
2010-05-17T00:00:00Z,4213.25,125.3015,349.23,992.2405,574.13,87.8915,140.486,342.287,463.9002,273.2176,176.54,259.408
2010-05-18T00:00:00Z,4217.399902,122.6264,343.24,1025.6773,607.55,88.40714,139.145,349.924,458.7102,271.3313,177.53,260.673
2010-05-19T00:00:00Z,4106.399902,113.5051,338.31,1008.7273,581.17,84.98522,138.819,344.541,443.3132,268.8019,174.64,252.647
2010-05-20T00:00:00Z,4133.450195,113.0285,335.12,1013.9697,585.17,87.16493,139.167,346.874,439.5504,279.2625,177.02,253.182
2010-05-21T00:00:00Z,4101.600098,112.7028,330.71,993.2593,572.73,85.92273,137.803,340.298,440.5019,283.1209,169.79,258.971
2010-05-24T00:00:00Z,4110.799805,112.243,330.34,1007.3657,574.18,85.57117,138.356,343.613,433.4089,278.7909,171.52,258.825
2010-05-25T00:00:00Z,4001.899902,106.9241,326.58,962.3511,560.87,83.20396,141.672,336.029,412.3029,278.3193,166.76,257.414
2010-05-26T00:00:00Z,4070.550049,112.6474,330.92,992.7591,570.9,84.61022,140.058,344.806,419.0931,278.405,168.92,256.49
2010-05-27T00:00:00Z,4125.75,117.7681,343.39,1005.7912,563.57,84.42272,145.724,348.651,425.9266,291.7379,170.78,253.571
2010-05-28T00:00:00Z,4186.799805,118.9981,343.42,1004.374,563.09,86.88368,145.488,352.018,429.8192,292.6811,174.03,253.62
2010-05-31T00:00:00Z,4226.600098,119.8719,341.91,1007.3379,572.83,86.90711,148.083,355.121,433.1062,302.7987,175.07,255.76
2010-06-01T00:00:00Z,4149.100098,115.1002,335.87,984.0248,561.69,86.29774,149.808,349.102,415.2006,306.0569,171.09,250.021
2010-06-02T00:00:00Z,4189.75,118.4661,335.5,1007.4583,568.15,86.76649,149.839,344.673,418.9201,303.3989,170.91,263.008
2010-06-03T00:00:00Z,4253.149902,121.8168,345.02,1029.197,597.08,87.61025,151.408,347.67,420.2176,301.8555,175.07,266.024
2010-06-04T00:00:00Z,4263.450195,122.5069,341.41,1032.4388,608.51,90.1884,152.291,347.59,419.7419,304.2563,174.98,268.796
2010-06-07T00:00:00Z,4190,117.0299,339.78,1012.8027,612.13,90.68059,151.15,346.158,399.7604,293.9244,172.95,261.111
2010-06-08T00:00:00Z,4152,116.8229,337.25,1004.8928,600.22,92.1806,150.111,340.643,390.4616,290.0231,173.21,251.334
2010-06-09T00:00:00Z,4172,115.5929,340.55,1014.3773,600.6,89.93059,150.86,333.723,400.5389,296.6253,171.87,264.662
2010-06-10T00:00:00Z,4228.950195,120.5226,358.36,1032.6796,599.73,89.97746,151.916,340.749,407.8481,295.0819,173.08,277.455
2010-06-11T00:00:00Z,4247.25,121.4437,364,1035.5509,611.94,89.46183,149.959,343.321,409.6646,290.4518,172.99,266.072
2010-06-14T00:00:00Z,4299.049805,120.7048,369.02,1052.1304,630.4,90.04778,151.653,357.533,418.8337,298.3401,173.03,261.792
2010-06-15T00:00:00Z,4314.799805,120.6181,367.29,1064.8197,713.88,89.15714,151.56,366.217,425.4941,283.1209,174.94,262.23
2010-06-16T00:00:00Z,4319.950195,123.8966,369.56,1062.819,846.39,88.19619,151.582,366.755,420.0014,286.0361,173.47,258.922
2010-06-17T00:00:00Z,4344.299805,127.3652,373.31,1097.2748,890.17,88.85245,151.685,370.882,416.0656,289.1657,172.86,259.846
2010-06-18T00:00:00Z,4328.649902,127.3018,372.49,1110.5476,877.26,87.25868,152.483,367.473,409.7944,286.6791,173.77,257.755
2010-06-21T00:00:00Z,4388.700195,128.1756,373.83,1133.9163,911.19,89.60245,156.361,372.722,436.6527,286.7649,174.12,257.657
2010-06-22T00:00:00Z,4368.700195,126.6431,371.62,1127.0067,901.29,92.69624,156.793,364.602,427.3539,296.9682,172.78,254.885
2010-06-23T00:00:00Z,4379.75,125.5952,373.81,1089.8926,897.29,92.95405,159.972,363.212,430.4247,298.6402,170.27,256.879
2010-06-24T00:00:00Z,4372.350098,124.666,374.34,1106.3148,894.22,94.75876,160.97,360.879,431.1167,292.724,168.4,256.101
2010-06-25T00:00:00Z,4365.850098,122.0784,364.25,1086.2155,893.78,94.17281,159.887,349.261,423.8939,324.0628,169.62,255.906
2010-06-28T00:00:00Z,4429.25,125.3095,364.82,1107.0928,890.86,94.50095,159.499,354.106,432.5872,340.9111,172.17,258.192
2010-06-29T00:00:00Z,4383.75,122.4042,356.16,1109.5009,861.8,96.35253,156.896,354.971,416.5846,337.2671,170.96,258.582
2010-06-30T00:00:00Z,4420.700195,123.6029,358.89,1117.0034,866.97,98.71974,159.067,350.279,420.0879,345.6269,172.73,255.663
2010-07-01T00:00:00Z,4386.350098,121.1019,356.72,1107.8615,829.29,96.65721,156.477,341.762,410.8756,342.9689,173.03,257.852
2010-07-02T00:00:00Z,4382.549805,121.6812,357.74,1102.8321,812.22,94.52438,156.45,351.282,410.8756,344.0836,175.2,257.511
2010-07-05T00:00:00Z,4379.649902,121.1733,358.18,1105.8238,787.9,94.75876,155.349,355.335,408.0644,341.94,173.03,260.187
2010-07-06T00:00:00Z,4413.700195,121.9195,367.31,1111.2886,851.66,96.44628,160.034,361.986,415.5466,338.2531,173.68,264.175
2010-07-07T00:00:00Z,4385.899902,119.2284,362.31,1103.3508,858.05,97.50097,157.587,358.296,410.7891,333.1086,173.51,268.65
2010-07-08T00:00:00Z,4424.350098,120.054,363.89,1123.7649,870.04,99.0713,156.379,360.209,419.3094,339.9679,172.56,273.32
2010-07-09T00:00:00Z,4461.549805,122.364,374.56,1125.1542,914.94,99.61037,155.349,365.493,429.0407,343.5262,171.52,300.268
2010-07-12T00:00:00Z,4474.700195,125.4524,383.29,1127.618,945.46,99.14161,155.296,373.328,437.6127,336.1095,172.56,297.398
